trip_id,load_id,driver_id,truck_id,trailer_id,dispatch_date,actual_distance_miles,actual_duration_hours,fuel_gallons_used,average_mpg,idle_time_hours,trip_status,first_name,last_name,cdl_class,years_experience,make,model_year,fuel_type,status,customer_id,route_id,revenue,booking_type,typical_distance_miles,base_rate_per_mile,fuel_surcharge_rate,customer_name,customer_type
TRIP00072068,LOAD00072068,DRV00148,TRK00106,TRL00043,2024-07-14,704,13.1,113.7,6.19,3.3,Completed,Patricia,Anderson,A,15.0,Volvo,2017.0,Diesel,Active,CUST00067,RTE00002,1354.27,Spot,697,2.08,0.22,Metro Supply Chain,Contract
TRIP00072069,LOAD00072069,DRV00085,TRK00012,TRL00093,2024-07-14,847,15.3,133.2,6.36,5.9,Completed,Linda,Wilson,A,23.0,Freightliner,2015.0,Diesel,Active,CUST00030,RTE00052,1441.55,Spot,804,1.63,0.34,ABC Manufacturing,Spot
TRIP00072070,LOAD00072070,DRV00109,TRK00036,TRL00120,2024-07-14,701,12.1,113.2,6.19,6.0,Completed,Joseph,Davis,A,11.0,Peterbilt,2020.0,Diesel,Active,CUST00061,RTE00018,1562.66,Dedicated,670,2.07,0.28,Elite Group,Spot
TRIP00072071,LOAD00072071,DRV00142,TRK00023,TRL00003,2024-07-14,2442,41.0,367.2,6.65,3.9,Completed,John,Thomas,A,15.0,Peterbilt,2015.0,Diesel,Active,CUST00078,RTE00046,5737.32,Dedicated,2269,2.74,0.22,Premier Wholesale,Spot
TRIP00072072,LOAD00072072,DRV00089,TRK00031,TRL00077,2024-07-14,837,16.2,119.4,7.01,4.7,Completed,David,Thomas,A,23.0,Kenworth,2018.0,Diesel,Active,CUST00067,RTE00053,1822.01,Spot,777,2.35,0.27,Metro Supply Chain,Contract
TRIP00072073,LOAD00072073,DRV00119,TRK00014,TRL00087,2024-07-14,1294,20.7,221.2,5.85,7.9,Completed,Jennifer,Wilson,A,6.0,International,2015.0,Diesel,Active,CUST00199,RTE00019,2860.74,Dedicated,1271,2.33,0.32,First Group,Contract
TRIP00072074,LOAD00072074,DRV00134,TRK00030,TRL00175,2024-07-14,778,15.0,137.7,5.65,7.5,Completed,Linda,Moore,A,18.0,Volvo,2015.0,Diesel,Active,CUST00186,RTE00008,1998.36,Contract,762,2.62,0.15,National Wholesale,Dedicated
TRIP00072075,LOAD00072075,DRV00029,TRK00013,TRL00008,2024-07-14,1477,24.6,221.4,6.67,4.9,Completed,James,Martin,A,13.0,Volvo,2018.0,Diesel,Active,CUST00192,RTE00055,3503.06,Spot,1429,2.51,0.25,Premier Manufacturing,Spot
TRIP00072076,LOAD00072076,DRV00063,TRK00107,TRL00135,2024-07-14,578,9.4,84.0,6.88,2.7,Completed,James,Jones,A,2.0,Mack,2017.0,Diesel,Active,CUST00024,RTE00022,1176.46,Contract,557,1.95,0.29,XYZ Distribution,Contract
TRIP00072077,LOAD00072077,DRV00085,TRK00074,TRL00038,2024-07-14,3288,59.8,443.1,7.42,4.2,Completed,Linda,Wilson,A,23.0,Volvo,2015.0,Diesel,Active,CUST00093,RTE00025,5652.25,Contract,3141,1.65,0.18,United Group,Spot
TRIP00072078,LOAD00072078,,TRK00092,TRL00046,2024-07-14,747,14.4,128.1,5.83,2.4,Completed,,,,,Volvo,2015.0,Diesel,Active,CUST00160,RTE00050,1248.81,Contract,712,1.94,0.24,XYZ Retail,Contract
TRIP00072079,LOAD00072079,DRV00102,TRK00107,TRL00073,2024-07-14,2734,42.1,436.7,6.26,8.6,Completed,Elizabeth,Rodriguez,A,11.0,Mack,2017.0,Diesel,Active,CUST00184,RTE00044,6500.51,Dedicated,2627,2.69,0.31,Elite Distribution,Contract
TRIP00072080,LOAD00072080,DRV00062,TRK00036,TRL00012,2024-07-14,1412,22.8,224.1,6.3,10.3,Completed,Jessica,Davis,A,22.0,Peterbilt,2020.0,Diesel,Active,CUST00046,RTE00055,3785.32,Dedicated,1429,2.51,0.25,First Wholesale,Dedicated
TRIP00072081,LOAD00072081,DRV00141,TRK00096,TRL00146,2024-07-14,2572,42.3,436.7,5.89,11.2,Completed,Thomas,Wilson,A,3.0,Kenworth,2018.0,Diesel,Active,CUST00177,RTE00029,7296.0,Contract,2623,2.47,0.34,First Logistics,Contract
TRIP00072082,LOAD00072082,DRV00056,TRK00052,TRL00041,2024-07-14,97,1.5,13.0,7.49,2.8,Completed,William,Wilson,A,20.0,Freightliner,2015.0,Diesel,Active,CUST00045,RTE00010,148.51,Dedicated,92,1.61,0.17,First Logistics,Dedicated
TRIP00072083,LOAD00072083,DRV00030,TRK00096,TRL00161,2024-07-14,3277,51.5,441.0,7.43,9.6,Completed,Jessica,Hernandez,A,5.0,Kenworth,2018.0,Diesel,Active,CUST00194,RTE00025,5444.98,Spot,3141,1.65,0.18,ABC Group,Spot
TRIP00072084,LOAD00072084,DRV00128,TRK00051,TRL00051,2024-07-14,1380,21.7,212.3,6.5,11.2,Completed,John,Thomas,A,7.0,Mack,2016.0,Diesel,Active,CUST00066,RTE00038,4015.01,Contract,1311,2.71,0.24,Elite Foods,Dedicated
TRIP00072085,LOAD00072085,DRV00059,TRK00105,TRL00031,2024-07-14,1127,20.4,157.6,7.15,5.2,Completed,Barbara,Gonzalez,A,4.0,Volvo,2015.0,Diesel,Active,CUST00074,RTE00039,1945.07,Dedicated,1044,2.08,0.33,First Industries,Contract
TRIP00072086,LOAD00072086,DRV00098,TRK00068,TRL00173,2024-07-14,638,11.0,108.7,5.87,7.0,Completed,David,Anderson,A,5.0,Peterbilt,2020.0,Diesel,Active,CUST00182,RTE00045,1246.54,Spot,597,2.33,0.23,XYZ Foods,Spot
TRIP00072087,LOAD00072087,DRV00147,TRK00015,TRL00100,2024-07-14,1187,20.0,196.2,6.05,2.2,Completed,Richard,Garcia,A,20.0,International,2015.0,Diesel,Active,CUST00053,RTE00024,3173.89,Dedicated,1175,2.48,0.32,Elite Supply Chain,Spot
TRIP00072088,LOAD00072088,DRV00050,TRK00052,TRL00141,2024-07-14,1274,23.3,174.3,7.31,8.1,Completed,Robert,Johnson,A,11.0,Freightliner,2015.0,Diesel,Active,CUST00134,RTE00041,3588.69,Dedicated,1216,2.75,0.21,Superior Supply Chain,Contract
TRIP00072089,LOAD00072089,DRV00092,TRK00055,TRL00025,2024-07-14,511,9.2,83.5,6.12,12.0,Completed,James,Davis,A,21.0,Peterbilt,2017.0,Diesel,Active,CUST00087,RTE00058,1035.94,Dedicated,519,2.27,0.19,Global Logistics,Contract
TRIP00072090,LOAD00072090,DRV00107,TRK00026,TRL00086,2024-07-14,2259,35.7,304.9,7.41,9.6,Completed,Charles,Jones,A,18.0,International,2021.0,Diesel,Active,CUST00148,RTE00030,5421.15,Dedicated,2147,2.48,0.33,Pacific Supply Chain,Spot
TRIP00072091,LOAD00072091,DRV00025,TRK00071,TRL00122,2024-07-14,1265,22.7,178.7,7.08,4.9,Completed,Jessica,Martinez,A,9.0,Mack,2017.0,Diesel,Active,CUST00146,RTE00024,2683.43,Dedicated,1175,2.48,0.32,First Foods,Contract
TRIP00072092,LOAD00072092,DRV00107,TRK00013,TRL00132,2024-07-14,660,12.8,110.6,5.97,11.1,Completed,Charles,Jones,A,18.0,Volvo,2018.0,Diesel,Active,CUST00124,RTE00018,1492.25,Spot,670,2.07,0.28,First Supply Chain,Contract
TRIP00072093,LOAD00072093,DRV00024,,TRL00172,2024-07-14,2800,43.8,498.2,5.62,8.8,Completed,Barbara,Martinez,A,17.0,,,,,CUST00160,RTE00044,7644.59,Contract,2627,2.69,0.31,XYZ Retail,Contract
TRIP00072094,LOAD00072094,DRV00010,TRK00110,TRL00151,2024-07-14,668,12.5,117.8,5.67,4.2,Completed,Sarah,Gonzalez,A,23.0,Peterbilt,2016.0,Diesel,Active,CUST00010,RTE00031,1447.54,Dedicated,640,2.19,0.29,National Logistics,Dedicated
TRIP00072095,LOAD00072095,DRV00043,TRK00004,TRL00130,2024-07-14,507,10.1,72.4,7.0,8.8,Completed,Mary,Williams,A,23.0,Freightliner,2015.0,Diesel,Active,CUST00183,RTE00047,1127.06,Dedicated,476,2.06,0.16,Pacific Foods,Spot
TRIP00072096,LOAD00072096,DRV00145,TRK00084,TRL00076,2024-07-14,491,8.3,77.1,6.37,9.5,Completed,Susan,Hernandez,A,4.0,Freightliner,2015.0,Diesel,Active,CUST00017,RTE00047,1023.76,Contract,476,2.06,0.16,Superior Supply Chain,Dedicated
TRIP00072097,LOAD00072097,DRV00127,TRK00009,TRL00115,2024-07-14,2059,32.0,347.8,5.92,3.1,Completed,Thomas,Gonzalez,A,15.0,International,2015.0,Diesel,Active,CUST00041,RTE00004,3266.43,Contract,2017,1.84,0.19,XYZ Industries,Dedicated
TRIP00072098,LOAD00072098,,TRK00013,TRL00015,2024-07-14,97,1.5,17.5,5.54,8.1,Completed,,,,,Volvo,2018.0,Diesel,Active,CUST00107,RTE00010,147.64,Spot,92,1.61,0.17,Premier Industries,Dedicated
TRIP00072099,LOAD00072099,DRV00143,TRK00078,TRL00070,2024-07-14,714,13.5,126.6,5.64,9.8,Completed,Linda,Smith,A,2.0,Freightliner,2015.0,Diesel,Active,CUST00096,RTE00013,1286.02,Dedicated,673,1.7,0.21,Continental Logistics,Dedicated
TRIP00072100,LOAD00072100,DRV00090,TRK00095,TRL00045,2024-07-14,711,13.5,127.9,5.56,9.8,Completed,David,Anderson,A,15.0,Mack,2015.0,Diesel,Active,CUST00132,RTE00050,1400.65,Contract,712,1.94,0.24,Superior Retail,Dedicated
TRIP00072101,LOAD00072101,DRV00009,TRK00059,TRL00095,2024-07-14,1722,33.4,246.7,6.98,4.9,Completed,Karen,Hernandez,A,13.0,Mack,2015.0,Diesel,Active,CUST00052,RTE00056,4427.84,Dedicated,1718,2.47,0.18,Metro Corp,Contract
TRIP00072102,LOAD00072102,DRV00026,TRK00093,TRL00073,2024-07-14,1267,21.6,181.5,6.98,2.8,Completed,Charles,Miller,A,5.0,Peterbilt,2015.0,Diesel,Active,CUST00086,RTE00041,3624.61,Spot,1216,2.75,0.21,Premier Foods,Contract
TRIP00072103,LOAD00072103,DRV00120,TRK00105,TRL00085,2024-07-14,2235,38.4,332.6,6.72,2.9,Completed,Jessica,Johnson,A,10.0,Volvo,2015.0,Diesel,Active,CUST00131,RTE00030,5719.29,Dedicated,2147,2.48,0.33,National Distribution,Contract
TRIP00072104,LOAD00072104,DRV00009,TRK00060,TRL00097,2024-07-14,1249,21.2,192.2,6.5,8.5,Completed,Karen,Hernandez,A,13.0,Freightliner,2015.0,Diesel,Active,CUST00080,RTE00024,2560.68,Spot,1175,2.48,0.32,First Distribution,Spot
TRIP00072105,LOAD00072105,DRV00069,TRK00091,TRL00170,2024-07-14,3203,63.1,528.5,6.06,4.2,Completed,Patricia,Taylor,A,15.0,International,2015.0,Diesel,Active,CUST00044,RTE00025,4945.12,Spot,3141,1.65,0.18,American Logistics,Contract
TRIP00072106,LOAD00072106,DRV00118,TRK00026,TRL00058,2024-07-14,689,12.1,116.6,5.91,10.2,Completed,Susan,Anderson,A,8.0,International,2021.0,Diesel,Active,CUST00069,RTE00018,1278.03,Contract,670,2.07,0.28,Continental Manufacturing,Contract
TRIP00072107,LOAD00072107,DRV00029,TRK00073,TRL00026,2024-07-14,1350,23.6,237.7,5.68,7.4,Completed,James,Martin,A,13.0,Mack,2016.0,Diesel,Active,CUST00197,RTE00038,3366.64,Spot,1311,2.71,0.24,ABC Corp,Contract
TRIP00072108,LOAD00072108,DRV00138,TRK00085,TRL00028,2024-07-14,2097,37.1,347.8,6.03,5.2,Completed,Jennifer,Thomas,A,4.0,Kenworth,2015.0,Diesel,Active,CUST00087,RTE00004,3312.26,Dedicated,2017,1.84,0.19,Global Logistics,Contract
TRIP00072109,LOAD00072109,DRV00033,TRK00068,TRL00012,2024-07-14,1273,23.1,210.4,6.05,7.7,Completed,William,Anderson,A,9.0,Peterbilt,2020.0,Diesel,Active,CUST00173,RTE00035,2050.45,Dedicated,1229,1.69,0.28,Metro Wholesale,Spot
TRIP00072110,LOAD00072110,DRV00078,TRK00099,TRL00089,2024-07-14,2080,40.2,341.0,6.1,11.2,Completed,John,Taylor,A,21.0,Freightliner,2015.0,Diesel,Active,CUST00007,RTE00021,4835.42,Dedicated,2108,2.45,0.28,Superior Distribution,Spot
TRIP00072111,LOAD00072111,DRV00036,TRK00084,TRL00154,2024-07-14,787,13.9,128.0,6.15,2.6,Completed,Michael,Thomas,A,21.0,Freightliner,2015.0,Diesel,Active,CUST00031,RTE00053,1559.33,Dedicated,777,2.35,0.27,American Manufacturing,Dedicated
TRIP00072112,LOAD00072112,DRV00104,TRK00048,TRL00079,2024-07-14,1198,21.1,166.9,7.18,10.7,Completed,Richard,Hernandez,A,23.0,Volvo,2015.0,Diesel,Active,CUST00036,RTE00024,3271.79,Dedicated,1175,2.48,0.32,National Retail,Spot
TRIP00072113,LOAD00072113,DRV00019,TRK00067,TRL00065,2024-07-14,681,10.9,98.3,6.93,7.5,Completed,Robert,Jackson,A,20.0,International,2015.0,Diesel,Active,CUST00030,RTE00018,1434.28,Dedicated,670,2.07,0.28,ABC Manufacturing,Spot
TRIP00072114,LOAD00072114,DRV00036,TRK00058,TRL00022,2024-07-14,1787,34.2,296.4,6.03,6.6,Completed,Michael,Thomas,A,21.0,Mack,2015.0,Diesel,Active,CUST00162,RTE00040,3774.05,Dedicated,1749,2.38,0.3,Metro Distribution,Spot
TRIP00072115,LOAD00072115,DRV00142,TRK00025,TRL00141,2024-07-14,864,13.6,125.9,6.86,7.0,Completed,John,Thomas,A,15.0,Freightliner,2018.0,Diesel,Active,CUST00126,RTE00052,1419.79,Dedicated,804,1.63,0.34,First Retail,Dedicated
TRIP00072116,LOAD00072116,DRV00043,TRK00076,TRL00042,2024-07-14,705,11.2,97.4,7.24,11.0,Completed,Mary,Williams,A,23.0,Kenworth,2015.0,Diesel,Active,CUST00108,RTE00049,1607.77,Spot,720,2.62,0.2,Global Distribution,Dedicated
TRIP00072117,LOAD00072117,DRV00036,TRK00053,TRL00149,2024-07-14,1250,23.1,186.8,6.69,9.1,Completed,Michael,Thomas,A,21.0,Peterbilt,2015.0,Diesel,Active,CUST00034,RTE00024,2664.4,Dedicated,1175,2.48,0.32,Elite Retail,Contract
TRIP00072118,LOAD00072118,DRV00001,TRK00054,TRL00104,2024-07-14,1222,20.7,181.0,6.75,8.2,Completed,Jennifer,Hernandez,A,3.0,Freightliner,2016.0,Diesel,Active,CUST00167,RTE00014,2487.07,Contract,1204,2.14,0.19,XYZ Logistics,Contract
TRIP00072119,LOAD00072119,DRV00150,TRK00101,TRL00062,2024-07-14,1845,28.9,334.8,5.51,11.2,Completed,Robert,Martin,A,14.0,Peterbilt,2015.0,Diesel,Active,CUST00023,RTE00040,4349.83,Spot,1749,2.38,0.3,Continental Industries,Spot
TRIP00072120,LOAD00072120,DRV00107,TRK00030,TRL00141,2024-07-14,1277,20.9,172.1,7.42,6.5,Completed,Charles,Jones,A,18.0,Volvo,2015.0,Diesel,Active,CUST00044,RTE00035,2242.54,Dedicated,1229,1.69,0.28,American Logistics,Contract
TRIP00072121,LOAD00072121,DRV00016,TRK00112,TRL00088,2024-07-14,2377,42.5,330.1,7.2,7.5,Completed,Thomas,Gonzalez,A,11.0,Volvo,2016.0,Diesel,Active,CUST00109,RTE00012,5859.54,Spot,2389,2.71,0.19,Global Manufacturing,Contract
TRIP00072122,LOAD00072122,DRV00057,TRK00024,TRL00035,2024-07-14,688,11.6,96.9,7.1,4.5,Completed,Thomas,Jackson,A,23.0,Volvo,2015.0,Diesel,Active,CUST00139,RTE00001,1100.37,Dedicated,677,1.7,0.19,XYZ Supply Chain,Dedicated
TRIP00072123,LOAD00072123,DRV00018,TRK00097,TRL00171,2024-07-14,1302,25.5,189.0,6.89,10.5,Completed,Patricia,Martin,A,5.0,Peterbilt,2016.0,Diesel,Active,CUST00012,RTE00035,2038.9,Contract,1229,1.69,0.28,ABC Distribution,Dedicated
TRIP00072124,LOAD00072124,DRV00006,TRK00029,TRL00105,2024-07-14,823,14.8,114.3,7.2,3.0,Completed,Robert,Taylor,A,23.0,International,2016.0,Diesel,Active,CUST00004,RTE00052,1154.57,Spot,804,1.63,0.34,American Corp,Contract
TRIP00072125,LOAD00072125,DRV00130,TRK00002,TRL00069,2024-07-14,1163,18.1,197.5,5.89,9.9,Completed,Karen,Lopez,A,14.0,Kenworth,2015.0,Diesel,Active,CUST00029,RTE00024,2491.55,Contract,1175,2.48,0.32,Superior Distribution,Dedicated
TRIP00072126,LOAD00072126,DRV00129,TRK00012,TRL00093,2024-07-14,2882,45.8,435.3,6.62,8.2,Completed,Michael,Smith,A,6.0,Freightliner,2015.0,Diesel,Active,CUST00088,RTE00016,7238.48,Dedicated,2729,2.5,0.17,Continental Foods,Dedicated
TRIP00072127,LOAD00072127,DRV00034,TRK00076,TRL00158,2024-07-14,171,2.9,24.1,7.1,4.4,Completed,Thomas,Miller,A,15.0,Kenworth,2015.0,Diesel,Active,CUST00095,RTE00033,376.42,Contract,167,2.42,0.24,First Foods,Contract
TRIP00072128,LOAD00072128,DRV00075,TRK00012,TRL00168,2024-07-14,580,9.7,83.2,6.97,10.3,Completed,John,Anderson,A,25.0,Freightliner,2015.0,Diesel,Active,CUST00106,RTE00022,1045.38,Dedicated,557,1.95,0.29,United Retail,Contract
TRIP00072129,LOAD00072129,DRV00144,TRK00085,TRL00058,2024-07-14,1361,21.5,222.0,6.13,8.4,Completed,James,Gonzalez,A,16.0,Kenworth,2015.0,Diesel,Active,CUST00161,RTE00023,2604.86,Dedicated,1276,2.33,0.17,First Wholesale,Spot
TRIP00072130,LOAD00072130,DRV00022,TRK00061,TRL00078,2024-07-14,600,10.8,93.5,6.42,5.0,Completed,Charles,Moore,A,6.0,International,2018.0,Diesel,Active,CUST00090,RTE00045,1389.8,Spot,597,2.33,0.23,ABC Supply Chain,Dedicated
TRIP00072131,LOAD00072131,DRV00097,TRK00083,TRL00095,2024-07-14,2148,34.9,303.8,7.07,4.2,Completed,Thomas,Rodriguez,A,18.0,Kenworth,2015.0,Diesel,Active,CUST00047,RTE00003,5833.06,Dedicated,2003,2.55,0.29,Elite Industries,Spot
TRIP00072132,LOAD00072132,DRV00069,TRK00099,TRL00133,2024-07-14,1745,29.9,303.5,5.75,9.5,Completed,Patricia,Taylor,A,15.0,Freightliner,2015.0,Diesel,Active,CUST00170,RTE00040,4083.92,Contract,1749,2.38,0.3,Elite Retail,Contract
TRIP00072133,LOAD00072133,DRV00025,TRK00071,TRL00054,2024-07-14,653,11.1,107.6,6.07,3.6,Completed,Jessica,Martinez,A,9.0,Mack,2017.0,Diesel,Active,CUST00102,RTE00031,1409.92,Spot,640,2.19,0.29,Pacific Industries,Dedicated
TRIP00072134,LOAD00072134,DRV00045,TRK00098,TRL00024,2024-07-14,1682,27.7,257.2,6.54,2.1,Completed,Thomas,Martinez,A,10.0,Peterbilt,2018.0,Diesel,Active,CUST00013,RTE00007,4600.65,Spot,1576,2.54,0.32,Pacific Corp,Dedicated
TRIP00072135,LOAD00072135,DRV00036,TRK00049,TRL00016,2024-07-14,809,12.5,120.7,6.7,6.8,Completed,Michael,Thomas,A,21.0,Peterbilt,2015.0,Diesel,Active,CUST00167,RTE00052,1285.31,Spot,804,1.63,0.34,XYZ Logistics,Contract
TRIP00072136,LOAD00072136,DRV00148,TRK00090,TRL00042,2024-07-14,552,9.0,91.8,6.01,4.2,Completed,Patricia,Anderson,A,15.0,Volvo,2017.0,Diesel,Active,CUST00082,RTE00022,981.21,Contract,557,1.95,0.29,Global Logistics,Spot
TRIP00072137,LOAD00072137,DRV00124,TRK00086,TRL00141,2024-07-14,2512,45.1,390.7,6.43,3.9,Completed,Thomas,Jackson,A,2.0,Freightliner,2015.0,Diesel,Active,CUST00138,RTE00012,5546.81,Spot,2389,2.71,0.19,First Logistics,Spot
TRIP00072138,LOAD00072138,DRV00099,TRK00076,,2024-07-14,711,13.7,113.8,6.25,9.3,Completed,Michael,Williams,A,13.0,Kenworth,2015.0,Diesel,Active,CUST00104,RTE00001,1131.4,Spot,677,1.7,0.19,Pacific Corp,Contract
TRIP00072139,LOAD00072139,DRV00056,TRK00080,TRL00009,2024-07-14,502,8.2,76.2,6.59,8.6,Completed,William,Wilson,A,20.0,Volvo,2015.0,Diesel,Active,CUST00175,RTE00047,1000.7,Dedicated,476,2.06,0.16,ABC Wholesale,Spot
TRIP00072140,LOAD00072140,DRV00056,TRK00098,TRL00084,2024-07-15,1470,23.2,204.5,7.19,2.7,Completed,William,Wilson,A,20.0,Peterbilt,2018.0,Diesel,Active,CUST00029,RTE00055,3604.86,Dedicated,1429,2.51,0.25,Superior Distribution,Dedicated
TRIP00072141,LOAD00072141,DRV00016,TRK00096,TRL00178,2024-07-15,2484,40.2,400.0,6.21,11.0,Completed,Thomas,Gonzalez,A,11.0,Kenworth,2018.0,Diesel,Active,CUST00081,RTE00034,4293.86,Dedicated,2332,2.12,0.34,ABC Wholesale,Spot
TRIP00072142,LOAD00072142,DRV00091,TRK00040,TRL00010,2024-07-15,1289,22.0,215.2,5.99,10.0,Completed,Linda,Rodriguez,A,17.0,International,2015.0,Diesel,Active,CUST00112,RTE00014,2640.85,Dedicated,1204,2.14,0.19,ABC Wholesale,Contract
TRIP00072143,LOAD00072143,DRV00038,TRK00006,TRL00016,2024-07-15,2202,34.1,384.3,5.73,3.4,Completed,William,Williams,A,23.0,Kenworth,2017.0,Diesel,Active,CUST00149,RTE00020,4124.04,Spot,2172,1.77,0.34,First Group,Dedicated
TRIP00072144,LOAD00072144,DRV00022,TRK00023,TRL00127,2024-07-15,1050,16.6,154.9,6.78,4.4,Completed,Charles,Moore,A,6.0,Peterbilt,2015.0,Diesel,Active,CUST00064,RTE00039,1970.19,Contract,1044,2.08,0.33,Metro Retail,Spot
TRIP00072145,LOAD00072145,DRV00130,TRK00026,TRL00066,2024-07-15,1305,20.5,206.8,6.31,10.3,Completed,Karen,Lopez,A,14.0,International,2021.0,Diesel,Active,CUST00023,RTE00023,2690.71,Dedicated,1276,2.33,0.17,Continental Industries,Spot
TRIP00072146,LOAD00072146,DRV00132,TRK00063,TRL00161,2024-07-15,94,1.6,12.7,7.43,6.5,Completed,Patricia,Gonzalez,A,24.0,Peterbilt,2015.0,Diesel,Active,CUST00037,RTE00015,281.51,Dedicated,92,2.79,0.15,American Retail,Spot
TRIP00072147,LOAD00072147,DRV00059,TRK00015,TRL00071,2024-07-15,931,18.0,125.0,7.45,4.7,Completed,Barbara,Gonzalez,A,4.0,International,2015.0,Diesel,Active,CUST00145,RTE00057,2000.7,Dedicated,921,2.45,0.3,National Foods,Contract
TRIP00072148,LOAD00072148,DRV00077,TRK00041,TRL00025,2024-07-15,1977,33.0,322.0,6.14,6.3,Completed,Patricia,Anderson,A,20.0,International,2015.0,Diesel,Active,CUST00051,RTE00003,4642.6,Dedicated,2003,2.55,0.29,XYZ Wholesale,Contract
TRIP00072149,LOAD00072149,DRV00020,TRK00018,TRL00111,2024-07-15,1800,35.1,276.9,6.5,4.3,Completed,Joseph,Martinez,A,18.0,International,2015.0,Diesel,Active,CUST00097,RTE00056,3670.42,Dedicated,1718,2.47,0.18,National Wholesale,Contract
TRIP00072150,LOAD00072150,DRV00103,,TRL00027,2024-07-15,1243,22.7,171.4,7.25,9.4,Completed,Joseph,Hernandez,A,23.0,,,,,CUST00115,RTE00014,2515.68,Dedicated,1204,2.14,0.19,Global Corp,Dedicated
TRIP00072151,LOAD00072151,DRV00087,TRK00025,,2024-07-15,1681,30.8,225.3,7.46,7.9,Completed,William,Anderson,A,10.0,Freightliner,2018.0,Diesel,Active,CUST00170,RTE00007,3902.73,Contract,1576,2.54,0.32,Elite Retail,Contract
TRIP00072152,LOAD00072152,DRV00001,TRK00002,TRL00063,2024-07-15,2547,44.0,347.5,7.33,9.2,Completed,Jennifer,Hernandez,A,3.0,Kenworth,2015.0,Diesel,Active,CUST00177,RTE00012,7103.66,Spot,2389,2.71,0.19,First Logistics,Contract
TRIP00072153,LOAD00072153,DRV00118,TRK00086,TRL00019,2024-07-15,1296,21.3,209.0,6.2,3.6,Completed,Susan,Anderson,A,8.0,Freightliner,2015.0,Diesel,Active,CUST00092,RTE00027,2701.73,Dedicated,1271,2.02,0.33,Elite Group,Dedicated
TRIP00072154,LOAD00072154,DRV00148,TRK00091,TRL00161,2024-07-15,2161,35.6,293.2,7.37,4.4,Completed,Patricia,Anderson,A,15.0,International,2015.0,Diesel,Active,CUST00069,RTE00020,3891.58,Contract,2172,1.77,0.34,Continental Manufacturing,Contract
TRIP00072155,LOAD00072155,DRV00109,TRK00044,,2024-07-15,1265,24.7,203.4,6.22,4.0,Completed,Joseph,Davis,A,11.0,Volvo,2015.0,Diesel,Active,CUST00111,RTE00027,2390.83,Contract,1271,2.02,0.33,XYZ Wholesale,Contract
TRIP00072156,LOAD00072156,DRV00109,TRK00009,TRL00125,2024-07-15,1781,33.4,238.4,7.47,7.5,Completed,Joseph,Davis,A,11.0,International,2015.0,Diesel,Active,CUST00151,RTE00005,4682.53,Spot,1749,2.41,0.26,ABC Foods,Spot
TRIP00072157,LOAD00072157,,TRK00063,TRL00158,2024-07-15,1747,32.9,262.7,6.65,3.5,Completed,,,,,Peterbilt,2015.0,Diesel,Active,CUST00104,RTE00040,4541.86,Spot,1749,2.38,0.3,Pacific Corp,Contract
TRIP00072158,LOAD00072158,DRV00128,TRK00073,TRL00087,2024-07-15,2802,50.6,429.8,6.52,3.0,Completed,John,Thomas,A,7.0,Mack,2016.0,Diesel,Active,CUST00040,RTE00042,6538.47,Dedicated,2623,2.39,0.18,ABC Corp,Contract
TRIP00072159,LOAD00072159,DRV00117,TRK00089,TRL00158,2024-07-15,524,8.9,92.4,5.67,9.1,Completed,Patricia,Moore,A,11.0,International,2019.0,Diesel,Active,CUST00161,RTE00058,1149.72,Dedicated,519,2.27,0.19,First Wholesale,Spot
TRIP00072160,LOAD00072160,DRV00128,TRK00029,TRL00174,2024-07-15,640,10.1,85.9,7.45,7.8,Completed,John,Thomas,A,7.0,International,2016.0,Diesel,Active,CUST00062,RTE00031,1323.27,Dedicated,640,2.19,0.29,Premier Group,Dedicated
TRIP00072161,LOAD00072161,DRV00045,TRK00096,TRL00075,2024-07-15,2158,41.2,383.3,5.63,2.3,Completed,Thomas,Martinez,A,10.0,Kenworth,2018.0,Diesel,Active,CUST00087,RTE00020,3988.82,Contract,2172,1.77,0.34,Global Logistics,Contract
TRIP00072162,LOAD00072162,DRV00082,TRK00043,TRL00113,2024-07-15,1225,19.9,216.4,5.66,10.1,Completed,Michael,Anderson,A,7.0,Freightliner,2019.0,Diesel,Active,CUST00087,RTE00014,2771.39,Dedicated,1204,2.14,0.19,Global Logistics,Contract
TRIP00072163,LOAD00072163,DRV00091,TRK00107,TRL00031,2024-07-15,1632,25.5,280.4,5.82,6.6,Completed,Linda,Rodriguez,A,17.0,Mack,2017.0,Diesel,Active,CUST00062,RTE00007,4518.77,Dedicated,1576,2.54,0.32,Premier Group,Dedicated
TRIP00072164,LOAD00072164,DRV00051,TRK00044,TRL00150,2024-07-15,178,3.2,26.4,6.74,2.7,Completed,Linda,Davis,A,12.0,Volvo,2015.0,Diesel,Active,CUST00192,RTE00033,457.08,Spot,167,2.42,0.24,Premier Manufacturing,Spot
TRIP00072165,LOAD00072165,DRV00105,TRK00002,TRL00154,2024-07-15,91,1.5,12.3,7.41,9.1,Completed,Barbara,Moore,A,20.0,Kenworth,2015.0,Diesel,Active,CUST00194,RTE00010,165.08,Dedicated,92,1.61,0.17,ABC Group,Spot
